Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
LP6008280-DNA_C03_vs_LP6008264-DNA_C03__pv	1426	1474	362	394	1583	0	0	5341	1059	1353	468	179	177	612	253	5096	9828	867	1991	1797
LP6008280-DNA_C04_vs_LP6008264-DNA_B04__pv	0	1	73	18	8	21	13	0	0	0	24	32	0	30	0	8	1	0	0	0
LP6008280-DNA_C05_vs_LP6008264-DNA_B05__pv	1043	1096	977	577	1510	742	500	680	615	0	410	733	579	475	344	310	236	0	352	423
LP6008280-DNA_C06_vs_LP6008264-DNA_B06__pv	4252	3048	578	2178	608	290	227	541	593	0	254	466	222	85	359	192	120	0	97	142
LP6008280-DNA_D02_vs_LP6008264-DNA_D02__pv	3395	4847	885	2755	303	1031	1548	663	614	73	950	787	1110	587	540	650	613	0	400	578
LP6008280-DNA_D03_vs_LP6008264-DNA_H01__pv	2	0	123	0	67	0	25	0	63	0	18	24	13	0	9	8	8	11	13	0
LP6008280-DNA_D05_vs_LP6008264-DNA_E04__pv	2315	2081	761	878	945	226	474	544	499	0	352	391	272	224	335	261	368	0	201	68
LP6008280-DNA_E01_vs_LP6008264-DNA_E01__pv	762	9007	655	2010	1211	1124	1671	1796	1416	409	276	394	1272	1383	269	647	326	311	690	505
LP6008280-DNA_E02_vs_LP6008264-DNA_E02__pv	9361	6774	1076	4603	1474	1777	1976	1385	1028	276	619	654	161	971	525	670	1626	2509	174	441
LP6008280-DNA_E03_vs_LP6008264-DNA_D03__pv	3393	3555	287	1348	450	213	463	583	718	532	0	4	520	338	569	322	157	0	254	123
LP6008280-DNA_E04_vs_LP6008264-DNA_D04__pv	3781	6585	1076	1644	3187	856	702	3396	1731	304	454	1035	707	361	664	508	290	0	157	947
LP6008280-DNA_E05_vs_LP6008264-DNA_D05__pv	5223	1998	510	1223	525	58	113	111	178	0	88	192	501	171	259	78	226	445	268	74
LP6008280-DNA_F01_vs_LP6008264-DNA_F01__pv	4948	8298	1870	3880	934	2664	2621	1595	1488	620	1073	1208	3046	1189	2151	863	818	530	849	1473
LP6008280-DNA_F02_vs_LP6008264-DNA_F02__pv	3356	3087	1219	903	2590	1134	1032	1329	2559	228	590	1660	1084	859	970	412	304	0	527	697
LP6008280-DNA_F03_vs_LP6008264-DNA_E03__pv	21548	15506	622	7221	880	716	1225	768	1108	0	1250	1257	1136	54	1129	864	494	0	78	556
LP6008280-DNA_F05_vs_LP6008264-DNA_E05__pv	2238	1586	328	746	778	522	857	907	902	286	361	486	346	242	327	258	230	427	110	257
LP6008280-DNA_F06_vs_LP6008264-DNA_E06__pv	2174	2729	847	1477	2014	514	452	1336	1410	320	9	664	0	453	415	232	156	0	252	102
LP6008280-DNA_G01_vs_LP6008264-DNA_G01__pv	516	244	167	115	61	142	72	44	0	0	269	55	0	28	38	5	43	0	1	3
LP6008280-DNA_G02_vs_LP6008264-DNA_G02__pv	219	146	618	243	666	576	232	900	1361	177	480	676	505	348	248	405	376	179	280	395
LP6008280-DNA_G03_vs_LP6008264-DNA_F03__pv	433	529	479	228	1124	617	1127	823	1097	525	192	521	559	363	90	287	144	246	215	363
LP6008280-DNA_G04_vs_LP6008264-DNA_F04__pv	826	1029	826	386	840	123	935	751	570	157	179	700	411	186	270	992	291	0	280	201
LP6008280-DNA_G05_vs_LP6008264-DNA_F05__pv	2370	2458	779	519	1885	475	703	1624	1226	53	284	904	461	746	830	542	203	0	204	457
LP6008280-DNA_G06_vs_LP6008264-DNA_F06__pv	13	59	444	35	396	254	149	249	466	50	5	132	127	0	66	117	59	59	73	37
LP6008280-DNA_H01_vs_LP6008264-DNA_H01__pv	1035	1080	353	544	1548	1156	696	1854	1321	435	659	895	1329	476	138	417	281	297	442	233
LP6008280-DNA_H02_vs_LP6008264-DNA_H02__pv	9871	8125	0	4374	433	0	703	1266	1518	110	835	481	2938	3306	4266	1134	1593	153	701	723
LP6008280-DNA_H04_vs_LP6008264-DNA_G04__pv	2774	5098	893	1610	2254	851	983	1411	1515	387	435	936	464	527	385	576	251	0	447	303
LP6008280-DNA_H05_vs_LP6008264-DNA_G05__pv	946	2722	582	1045	852	590	578	836	498	0	508	367	113	538	179	192	185	58	278	251
LP6008280-DNA_H06_vs_LP6008264-DNA_G06__pv	8078	7956	1003	3281	917	635	414	2687	1347	189	562	599	448	213	729	409	669	0	327	711
LP6008334-DNA_A01_vs_LP6008335-DNA_A01__pv	39057	41004	474	47286	0	0	0	0	0	0	2659	255	0	3220	1318	0	3	3561	0	0
LP6008334-DNA_A03_vs_LP6008335-DNA_E02__pv	4289	3035	475	891	1144	1037	671	2417	1931	794	622	1277	1516	1358	454	3968	3149	254	657	913
LP6008334-DNA_A04_vs_LP6008335-DNA_E03__pv	1292	1534	696	412	2165	1560	814	2471	3115	1222	435	755	1228	846	667	390	579	680	418	792
LP6008334-DNA_B01_vs_LP6008335-DNA_B01__pv	3149	3005	701	1571	1389	575	2112	1543	1239	568	14	587	1513	494	253	596	186	142	369	336
LP6008334-DNA_B02_vs_LP6008335-DNA_F01__pv	2216	2624	586	1257	532	1152	1015	2203	934	499	401	240	965	445	716	277	556	0	130	240
LP6008334-DNA_B03_vs_LP6008335-DNA_F02__pv	32036	19185	2487	9914	19567	0	367	5264	2203	40339	23904	20582	6088	29802	645	1115	0	0	0	901
LP6008334-DNA_C01_vs_LP6008335-DNA_C01__pv	1839	2694	816	681	1633	1914	985	1996	1478	678	217	823	1086	603	438	609	544	0	512	433
LP6008334-DNA_C02_vs_LP6008335-DNA_G01__pv	3276	1784	837	845	1414	1456	2483	4385	411	1066	128	799	1011	660	871	3200	1336	110	464	841
LP6008334-DNA_C03_vs_LP6008335-DNA_G02__pv	3320	1899	627	211	1955	1597	553	523	1172	534	0	1983	1642	1672	3108	487	973	1617	1082	590
LP6008334-DNA_D01_vs_LP6008335-DNA_D01__pv	1485	2753	825	1307	977	975	712	1349	748	0	212	1011	525	393	404	719	660	0	292	527
LP6008334-DNA_D02_vs_LP6008335-DNA_H01__pv	6961	3232	875	3428	376	1877	517	1395	3835	602	604	717	1425	1733	1772	437	1561	1099	420	228
LP6008334-DNA_D03_vs_LP6008335-DNA_H02__pv	6327	8640	898	3585	779	4032	660	7006	1253	1235	1697	936	2552	1474	675	183	1431	1362	1208	3978
LP6008334-DNA_E01_vs_LP6008335-DNA_A01__pv	2513	2118	387	467	403	74	150	267	798	124	110	175	26	44	492	264	992	0	104	0
LP6008334-DNA_E02_vs_LP6008335-DNA_A02__pv	2235	2916	871	1430	794	1090	1186	1883	1030	455	171	731	902	783	585	440	433	838	270	594
LP6008334-DNA_E03_vs_LP6008335-DNA_A03__pv	2579	1909	90	1655	1719	4345	1810	1211	2564	2195	1567	0	955	265	855	958	58	1648	563	1586
LP6008334-DNA_F01_vs_LP6008335-DNA_B01__pv	452	449	837	7	2816	539	566	3300	2675	684	87	569	214	489	558	309	179	0	418	870
LP6008334-DNA_F02_vs_LP6008335-DNA_B02__pv	2935	4510	548	1751	773	270	1009	1467	1021	556	0	424	744	30	457	372	154	84	272	383
LP6008334-DNA_F03_vs_LP6008335-DNA_B03__pv	306	470	316	71	1970	920	433	1389	1649	594	199	455	1558	324	131	388	244	242	486	405
LP6008334-DNA_G01_vs_LP6008335-DNA_C01__pv	715	953	280	349	517	419	223	670	581	299	296	68	126	125	182	177	53	0	210	119
LP6008334-DNA_G02_vs_LP6008335-DNA_C02__pv	2699	2219	608	2097	772	1330	855	1201	619	657	168	432	1377	572	537	592	617	0	404	474
LP6008334-DNA_G03_vs_LP6008335-DNA_C03__pv	0	0	939	6	1162	286	457	619	1231	313	427	306	711	0	194	777	655	0	280	336
LP6008334-DNA_H01_vs_LP6008335-DNA_D01__pv	943	1408	927	690	829	953	744	1387	1156	603	423	640	760	327	259	414	259	0	243	387
LP6008334-DNA_H02_vs_LP6008335-DNA_D02__pv	1238	1249	1031	407	1468	3003	1390	1400	1348	1098	0	819	1453	727	908	340	483	352	672	451
LP6008334-DNA_H03_vs_LP6008335-DNA_D03__pv	6364	3971	0	1801	1487	0	381	402	3282	832	145	0	3299	1038	1047	1545	1517	3790	42	278
LP6008336-DNA_A01_vs_LP6008333-DNA_A01__pv	83	9	933	187	857	1169	58	833	2774	480	623	332	1354	314	544	303	405	0	303	1150
LP6008336-DNA_A02_vs_LP6008333-DNA_A02__pv	17	0	826	49	965	322	349	477	747	61	216	535	573	0	287	387	225	0	232	188
LP6008336-DNA_A03_vs_LP6008333-DNA_A03__pv	44	30	438	77	347	688	272	635	264	189	0	245	520	70	25	242	165	0	220	146
LP6008336-DNA_B01_vs_LP6008333-DNA_B01__pv	354	354	587	68	892	699	500	913	1017	285	152	277	821	215	197	529	438	11	235	74
LP6008336-DNA_B02_vs_LP6008333-DNA_B02__pv	2025	1306	596	337	1458	430	473	304	694	96	265	774	637	0	504	683	403	73	104	150
LP6008336-DNA_B03_vs_LP6008333-DNA_B03__pv	18	44	430	31	307	75	79	8	230	0	0	147	175	0	37	60	43	0	92	44
LP6008336-DNA_C01_vs_LP6008333-DNA_C01__pv	122	419	689	170	565	1441	713	3246	2279	964	285	680	0	627	824	273	1284	596	205	818
LP6008336-DNA_C02_vs_LP6008333-DNA_C02__pv	1273	1746	297	900	377	125	99	765	741	99	350	142	311	24	266	134	106	27	77	172
LP6008336-DNA_C03_vs_LP6008333-DNA_C03__pv	533	455	601	141	1033	861	824	1205	1091	564	541	781	855	94	760	750	774	128	296	493
LP6008336-DNA_D01_vs_LP6008333-DNA_D01__pv	791	1223	1221	397	8996	760	949	472	0	16123	11656	3209	3118	15520	0	1095	278	943	3225	345
LP6008336-DNA_D02_vs_LP6008333-DNA_D02__pv	0	0	111	1	21	2	0	0	0	0	4	0	0	0	3	0	7	10	12	0
LP6008336-DNA_D03_vs_LP6008333-DNA_D03__pv	7483	8231	0	1079	727	452	1220	1809	1442	0	1385	913	4791	1097	1897	710	862	2109	773	1076
LP6008336-DNA_E01_vs_LP6008333-DNA_E01__pv	2446	7670	239	3060	487	2022	1160	1227	587	595	715	355	1982	825	193	855	321	294	462	683
LP6008336-DNA_E02_vs_LP6008333-DNA_E02__pv	17372	13978	993	3572	1589	531	863	1005	1227	347	948	1015	1074	0	1880	432	564	202	382	415
LP6008336-DNA_E03_vs_LP6008333-DNA_E03__pv	350	203	547	163	461	163	371	83	817	69	4	323	620	224	303	299	50	0	75	100
LP6008336-DNA_F02_vs_LP6008333-DNA_F02__pv	660	1014	301	381	444	1114	397	834	1626	623	723	228	782	24	327	787	1178	87	425	485
LP6008336-DNA_F03_vs_LP6008333-DNA_F03__pv	741	1012	1192	398	2164	1665	3080	1661	1659	1434	0	612	1740	457	444	3813	3770	0	908	989
LP6008336-DNA_G01_vs_LP6008333-DNA_G01__pv	552	1417	451	796	1088	1028	801	1216	644	429	75	397	1178	447	567	340	156	0	253	135
LP6008336-DNA_G02_vs_LP6008333-DNA_G02__pv	2807	574	952	2806	300	1350	367	326	50	543	0	384	1143	644	1171	284	729	893	782	133
LP6008336-DNA_G03_vs_LP6008333-DNA_G03__pv	1279	2473	490	896	802	2438	339	2984	1204	974	771	537	1709	442	1385	408	1007	716	1541	925
LP6008336-DNA_H01_vs_LP6008333-DNA_H01__pv	1944	2009	405	1019	1249	1677	2111	3571	1307	541	1077	745	1286	1039	469	646	539	787	260	792
LP6008336-DNA_H02_vs_LP6008333-DNA_H02__pv	0	0	44	7	25	5	1	0	0	7	0	8	0	23	6	2	1	0	0	2
LP6008336-DNA_H03_vs_LP6008333-DNA_H03__pv	646	63	349	232	1006	913	607	4319	634	556	683	373	751	35	211	362	360	97	101	2622
LP6008337-DNA_A01_vs_LP6008338-DNA_A01__pv	735	1037	375	531	338	372	329	456	540	106	188	157	214	114	205	178	167	34	32	38
LP6008337-DNA_A02_vs_LP6008338-DNA_A02__pv	836	878	0	484	683	0	1309	609	502	0	960	109	0	0	281	41	470	155	1718	131
LP6008337-DNA_A03_vs_LP6008338-DNA_A03__pv	2797	2125	0	1786	941	3711	268	748	673	841	1211	0	0	0	0	685	779	0	1005	356
LP6008337-DNA_A04_vs_LP6008338-DNA_A04__pv	916	1074	539	424	445	204	185	456	552	70	40	168	119	0	174	128	101	0	150	94
LP6008337-DNA_A06_vs_LP6008338-DNA_G05__pv	2456	2968	0	1858	1145	1859	1356	1925	1822	1060	1240	476	758	133	396	643	600	100	393	985
LP6008337-DNA_A07_vs_LP6008338-DNA_E06__pv	0	0	619	0	533	0	0	792	0	416	210	429	147	149	0	2582	6615	7	78	278
LP6008337-DNA_B02_vs_LP6008338-DNA_B02__pv	325	193	570	99	596	292	391	368	295	65	182	261	431	0	202	227	85	0	109	121
LP6008337-DNA_B03_vs_LP6008338-DNA_B03__pv	1088	1122	531	593	669	328	323	555	904	151	130	327	443	88	208	259	162	0	269	252
LP6008337-DNA_B04_vs_LP6008338-DNA_B04__pv	0	1410	497521	25746	109051	106818	125356	8074	0	0	50484	44035	0	44769	22959	22103	23413	8671	19454	2936
LP6008337-DNA_B05_vs_LP6008338-DNA_A05__pv	1824	2404	523	768	664	293	373	770	491	150	217	150	400	56	461	189	162	410	70	0
LP6008337-DNA_B07_vs_LP6008338-DNA_F06__pv	1226	1427	0	1006	1153	1849	548	2234	1818	1244	800	697	3123	620	106	565	333	507	923	1060
LP6008337-DNA_C01_vs_LP6008338-DNA_C01__pv	3363	3798	1206	1248	1791	828	465	1360	1434	181	326	577	988	490	700	834	526	0	314	290
LP6008337-DNA_C02_vs_LP6008338-DNA_C02__pv	92	51	613	86	1036	185	125	1141	1389	289	89	471	371	63	464	331	276	0	228	294
LP6008337-DNA_C03_vs_LP6008338-DNA_C03__pv	2310	4232	728	1291	1844	213	548	1706	1853	338	376	821	271	201	364	693	256	437	282	482
LP6008337-DNA_C04_vs_LP6008338-DNA_C04__pv	4718	1947	465	1598	580	110	181	477	762	150	126	292	510	83	832	128	454	0	182	117
LP6008337-DNA_C05_vs_LP6008338-DNA_B05__pv	2097	2728	486	715	749	502	452	1675	1672	311	426	245	495	69	446	148	240	281	136	368
LP6008337-DNA_D01_vs_LP6008338-DNA_D01__pv	98	522	460	275	785	255	285	544	779	180	191	451	315	0	124	199	67	0	207	42
LP6008337-DNA_D02_vs_LP6008338-DNA_D02__pv	264	316	354	117	298	171	165	179	298	0	80	216	37	73	178	71	57	0	111	75
LP6008337-DNA_D03_vs_LP6008338-DNA_D03__pv	729	1021	1048	439	1427	655	693	1195	1519	0	279	857	811	0	313	385	189	0	245	203
LP6008337-DNA_D04_vs_LP6008338-DNA_D04__pv	335	510	233	264	205	280	274	358	363	134	171	121	163	58	200	27	81	15	97	161
LP6008337-DNA_D05_vs_LP6008338-DNA_C05__pv	5	273	384	58	863	278	204	674	681	123	146	287	333	24	42	187	46	0	131	220
LP6008337-DNA_D06_vs_LP6008338-DNA_A06__pv	17606	18100	1700	8724	972	2351	1686	5945	4090	1071	1638	1239	1002	1044	1908	981	583	0	0	1188
LP6008337-DNA_E01_vs_LP6008338-DNA_E01__pv	3253	4326	492	1236	823	439	391	1068	421	133	397	389	591	299	160	202	129	0	64	286
LP6008337-DNA_E03_vs_LP6008338-DNA_E03__pv	1912	2366	703	1079	675	655	582	898	1050	205	407	500	174	495	314	467	194	0	227	66
LP6008337-DNA_E04_vs_LP6008338-DNA_E04__pv	3876	3474	534	1961	988	618	531	2945	1630	322	454	728	574	204	557	346	158	0	64	445
LP6008337-DNA_E05_vs_LP6008338-DNA_D05__pv	2104	1775	438	1087	819	166	393	558	789	143	234	352	392	35	193	166	117	0	138	77
LP6008337-DNA_F01_vs_LP6008338-DNA_F01__pv	117	218	300	44	249	222	201	218	364	56	84	81	0	0	55	110	47	0	165	45
LP6008337-DNA_F02_vs_LP6008338-DNA_F02__pv	2113	2078	605	979	1330	555	628	1343	1998	513	548	266	1283	392	587	455	510	299	358	297
LP6008337-DNA_F03_vs_LP6008338-DNA_F03__pv	2023	2299	605	725	712	312	885	1199	1015	195	94	250	645	180	327	185	110	0	32	365
LP6008337-DNA_F04_vs_LP6008338-DNA_F04__pv	5521	5794	819	3541	2521	143	1005	1618	2783	298	0	796	1071	853	940	270	121	142	569	361
LP6008337-DNA_F05_vs_LP6008338-DNA_E05__pv	3394	3133	1187	1198	2558	916	1602	4293	3125	578	180	1381	819	1390	1403	1046	826	0	548	780
LP6008337-DNA_F06_vs_LP6008338-DNA_C06__pv	9290	11187	716	4617	909	467	453	1133	1171	208	592	389	148	320	845	255	571	288	99	343
LP6008337-DNA_G01_vs_LP6008338-DNA_G01__pv	1765	2053	797	638	1941	909	927	2015	1688	489	227	735	1137	252	314	482	330	244	52	402
LP6008337-DNA_G02_vs_LP6008338-DNA_G02__pv	2013	3727	754	1207	583	643	423	998	683	244	48	425	569	293	201	278	111	203	231	315
LP6008337-DNA_G03_vs_LP6008338-DNA_G03__pv	4217	4973	520	1502	1265	717	595	1965	1414	561	311	576	1227	397	501	418	286	132	338	688
LP6008337-DNA_G04_vs_LP6008338-DNA_G04__pv	750	3886	719	433	1446	277	274	817	816	0	380	673	679	0	335	305	78	0	199	82
LP6008337-DNA_G05_vs_LP6008338-DNA_F05__pv	975	2143	469	821	411	564	427	869	806	0	618	480	679	86	164	339	240	0	151	85
LP6008337-DNA_G06_vs_LP6008338-DNA_C06__pv	7758	12105	707	4104	1775	591	801	1625	2027	456	306	542	574	923	610	397	294	557	336	284
LP6008337-DNA_H01_vs_LP6008338-DNA_H01__pv	424	435	520	166	882	176	248	635	623	73	61	314	223	0	198	155	57	0	43	24
LP6008337-DNA_H02_vs_LP6008338-DNA_H02__pv	33977	32366	575	12933	1189	853	333	2036	2002	215	1184	903	2362	1826	1562	559	882	1322	189	753
LP6008337-DNA_H03_vs_LP6008338-DNA_H03__pv	1020	1495	1190	363	795	513	624	666	513	212	180	472	781	0	199	152	100	0	202	158
LP6008337-DNA_H04_vs_LP6008338-DNA_H04__pv	4294	2635	523	1788	648	226	328	666	903	0	352	562	407	0	482	222	341	0	316	172
LP6008337-DNA_H06_vs_LP6008338-DNA_D06__pv	13676	8902	658	4173	707	1933	330	1260	2565	1025	781	664	1304	696	1179	587	1091	640	933	898
LP6008341-DNA_A01_vs_LP6008340-DNA_A01__pv	3056	2907	620	658	1823	529	650	1912	973	295	11	663	636	346	448	274	187	0	227	224
LP6008341-DNA_A03_vs_LP6008340-DNA_F02__pv	0	6886	494724	24840	108661	105874	126103	8699	0	0	47494	43923	0	44126	25643	22284	22787	15370	18222	3148
LP6008341-DNA_B01_vs_LP6008340-DNA_B01__pv	11202	6931	536	2456	566	662	644	1054	526	0	1304	792	1641	676	2339	989	1222	0	418	356
LP6008341-DNA_B03_vs_LP6008340-DNA_G02__pv	564	618	381	379	776	375	287	389	622	29	193	346	341	272	125	275	77	0	78	84
LP6008341-DNA_C01_vs_LP6008340-DNA_C01__pv	3374	4369	573	2654	1037	442	644	880	1048	3	563	606	264	124	381	892	287	0	259	362
LP6008341-DNA_D01_vs_LP6008340-DNA_D01__pv	9231	9432	794	5261	1672	873	3283	2129	3332	923	508	957	853	905	1270	1375	628	363	341	625
LP6008341-DNA_D02_vs_LP6008340-DNA_A02__pv	6	0	52	0	35	37	0	0	0	0	33	8	0	26	2	12	5	0	0	12
LP6008341-DNA_E01_vs_LP6008340-DNA_E01__pv	3722	2265	527	1267	367	165	238	702	751	158	64	327	187	116	590	354	524	0	184	121
LP6008341-DNA_E02_vs_LP6008340-DNA_B02__pv	5304	6615	443	3014	501	289	426	1488	1755	427	173	278	585	571	655	236	342	0	48	369
LP6008341-DNA_F01_vs_LP6008340-DNA_F01__pv	2281	1761	703	882	811	240	384	1480	1014	241	97	447	311	132	526	150	226	0	260	141
LP6008341-DNA_F02_vs_LP6008340-DNA_C02__pv	1955	1494	795	887	909	1190	1748	823	1395	394	64	618	1218	286	257	573	405	0	403	304
LP6008341-DNA_G01_vs_LP6008340-DNA_G01__pv	2862	2333	750	1249	1568	794	837	1501	2029	415	459	785	608	939	591	546	303	174	359	166
LP6008341-DNA_G02_vs_LP6008340-DNA_D02__pv	664	587	593	227	869	415	351	535	408	23	279	282	377	144	226	293	151	77	125	151
LP6008341-DNA_H01_vs_LP6008340-DNA_H01__pv	9514	7225	805	2843	1414	1086	752	2233	6172	981	1301	1226	329	999	2455	1159	1921	704	432	811
LP6008341-DNA_H02_vs_LP6008340-DNA_E02__pv	3782	2313	500	301	783	294	248	689	676	105	11	429	303	461	498	173	261	337	259	110
LP6008460-DNA_A01_vs_LP6008340-DNA_A02__pv	2073	2299	703	1037	2546	1056	426	302	853	185	292	630	2100	0	738	629	718	0	158	336
LP6008460-DNA_A02_vs_LP6008340-DNA_C04__pv	4636	4518	629	2403	1614	589	823	1324	2135	347	462	823	361	466	558	1045	337	0	351	214
LP6008460-DNA_A03_vs_LP6008340-DNA_G04__pv	2844	2087	1294	1784	588	900	582	1877	1311	530	578	652	947	402	147	1255	1073	569	213	765
LP6008460-DNA_A04_vs_LP6008340-DNA_D05__pv	1138	1400	501	384	2162	1573	492	1099	2471	1078	681	510	1441	390	628	629	556	467	639	300
LP6008460-DNA_B01_vs_LP6008340-DNA_A03__pv	758	513	654	500	3137	382	101	960	1754	859	0	483	1279	0	150	1228	500	0	491	220
LP6008460-DNA_B02_vs_LP6008340-DNA_D02__pv	2263	3601	831	1707	1763	3257	1072	1477	2366	1093	1007	819	2931	868	771	780	955	580	1097	675
LP6008460-DNA_B03_vs_LP6008340-DNA_H03__pv	500	707	781	261	1375	797	1155	1312	740	181	0	787	1036	142	278	994	363	0	116	212
LP6008460-DNA_B04_vs_LP6008340-DNA_F02__pv	0	6013	448281	20683	92025	89540	106564	7770	0	2483	35066	33237	0	37154	27898	21966	19739	18286	15115	3577
LP6008460-DNA_C01_vs_LP6008340-DNA_B03__pv	1321	1076	1334	573	664	2433	926	1971	2136	1758	0	401	2155	1222	0	2941	2294	1143	1190	834
LP6008460-DNA_C02_vs_LP6008340-DNA_D03__pv	79	90	531	57	534	600	335	736	1404	241	608	227	165	97	150	574	501	289	73	190
LP6008460-DNA_C03_vs_LP6008340-DNA_H05__pv	1818	2379	496	537	1045	834	451	296	895	702	160	42	926	632	335	431	253	458	235	236
LP6008460-DNA_C04_vs_LP6008340-DNA_F03__pv	989	1985	12209	102	11966	0	64	1815	0	25250	23869	10034	0	21149	0	511	102	0	1019	0
LP6008460-DNA_D01_vs_LP6008340-DNA_E02__pv	14937	1996	345	0	885	1987	493	530	1514	226	339	1192	139	1098	2259	314	2325	0	335	502
LP6008460-DNA_D02_vs_LP6008340-DNA_E03__pv	87	274	0	42	198	1518	639	880	130	641	1067	0	1568	0	275	259	416	589	1925	415
LP6008460-DNA_D03_vs_LP6008340-DNA_A05__pv	1380	1233	857	698	1322	808	713	564	1314	238	711	444	611	0	464	956	446	0	322	183
LP6008460-DNA_E01_vs_LP6008340-DNA_F04__pv	1098	579	785	529	937	999	404	1211	870	309	167	285	835	235	411	416	490	102	365	192
LP6008460-DNA_E02_vs_LP6008340-DNA_E04__pv	4	419	450	156	1168	2365	950	3282	1294	1115	915	56	2094	470	703	751	1280	664	525	401
LP6008460-DNA_E03_vs_LP6008340-DNA_B06__pv	1117	1511	592	337	2238	300	2447	5106	2282	1344	747	495	1998	1036	2419	851	729	624	388	921
LP6008460-DNA_E04_vs_LP6008340-DNA_H02__pv	1765	2524	771	865	1441	1493	639	1823	1489	779	484	754	1368	174	480	862	694	512	470	484
LP6008460-DNA_F01_vs_LP6008340-DNA_B02__pv	5687	6828	898	3959	1163	731	801	1751	1529	572	280	808	1247	438	875	554	386	0	220	406
LP6008460-DNA_F02_vs_LP6008340-DNA_E05__pv	3394	2187	0	1782	1936	1527	440	6703	5916	1970	2129	909	277	465	1295	570	941	1391	314	1280
LP6008460-DNA_F03_vs_LP6008340-DNA_C03__pv	19113	23487	512	9950	893	722	372	754	311	17	559	704	463	1021	1270	283	387	3827	211	468
LP6008460-DNA_F04_vs_LP6008340-DNA_H04__pv	1870	2533	1371	911	1556	3059	349	2001	2188	1259	579	497	3504	70	950	760	746	871	1062	613
LP6008460-DNA_G01_vs_LP6008340-DNA_B04__pv	5039	3188	6227	2516	10406	0	46	0	0	29970	21252	6788	423	12888	670	511	87	0	865	0
LP6008460-DNA_G02_vs_LP6008340-DNA_G02__pv	2152	2006	272	1172	1027	1284	980	1326	2118	1153	0	633	1534	904	308	746	407	0	561	762
LP6008460-DNA_G03_vs_LP6008340-DNA_C05__pv	7456	7150	574	1130	1231	178	484	987	2192	964	1134	318	1158	726	3114	578	987	1423	340	465
LP6008460-DNA_H01_vs_LP6008340-DNA_C02__pv	2391	1814	712	889	1090	823	1809	866	1411	302	0	690	1122	349	372	735	461	0	315	282
LP6008460-DNA_H02_vs_LP6008340-DNA_G03__pv	2531	3325	672	1424	677	654	502	691	816	264	81	357	214	330	151	252	232	0	165	57
LP6008460-DNA_H03_vs_LP6008340-DNA_D04__pv	6528	4659	607	4123	1024	993	1173	1231	1518	465	335	412	1207	320	58	754	287	0	387	514
PD44724a_vs_PD44724b__pv	5999	5336	0	3700	2421	1062	866	1541	1552	685	352	813	655	1110	1462	1565	1006	683	645	614
PD44725a_vs_PD44725b__pv	2498	1876	619	1007	1380	716	585	856	916	187	546	710	662	618	427	296	384	478	371	330
PD44726a_vs_PD44726b__pv	858	1524	289	502	618	212	755	1022	168	0	11	497	250	349	115	321	134	252	221	209
PD44727a_vs_PD44727b__pv	4330	7761	382	1323	1701	531	580	320	0	564	0	565	2969	1005	3322	698	682	0	697	507
PD44728a_vs_PD44728b__pv	585	1136	445	621	1247	1730	1277	1297	1521	306	1005	984	1137	708	504	637	1352	143	544	675
PD44729a_vs_PD44729b__pv	225	299	655	368	1975	1142	1048	1718	920	704	0	966	1245	0	388	584	190	0	258	527
PD44730a_vs_PD44730b__pv	2903	3216	1032	1393	1266	1729	907	1215	376	568	144	751	1040	362	597	678	511	0	679	465
PD44731a_vs_PD44731b__pv	605	519	417	231	2153	877	628	774	1187	367	197	872	818	96	257	521	484	0	190	239
PD44732a_vs_PD44732b__pv	202	61	364	81	1075	212	1503	676	861	318	59	405	489	293	75	821	0	0	292	156
PD44733a_vs_PD44733b__pv	650	0	5410	529	10421	0	268	1053	0	23309	33187	10316	0	4152	246	283	228	0	652	0
PD44734a_vs_PD44734b__pv	3246	4045	40	2427	1025	1499	2396	1223	1585	743	669	851	2406	422	694	957	423	159	382	829
PD44735a_vs_PD44735b__pv	2149	2596	528	1012	2533	1181	1023	2087	2494	898	212	829	1149	918	241	1005	349	207	530	556
PD44736a_vs_PD44736b__pv	2630	1340	686	653	1382	1254	853	1452	1546	984	0	1212	1075	1185	1535	517	562	98	967	806
PD44737a_vs_PD44737b__pv	1979	2124	1139	817	2049	1388	920	2711	1228	145	544	1210	1315	457	895	441	1102	0	135	733
PD44738a_vs_PD44738b__pv	7885	7689	420	2522	2086	2194	847	1877	1507	613	621	1075	3367	1547	3908	519	1127	0	896	430
PD44739a_vs_PD44739b__pv	2907	2975	812	2676	1122	1368	816	1639	1494	633	259	555	800	236	499	409	306	0	299	605
PD44740a_vs_PD44740b__pv	19987	25605	809	13429	992	2556	3324	868	0	374	2072	987	2815	1089	0	1300	370	1308	1993	804
PD44741a_vs_PD44741b__pv	447	561	1171	385	1139	1145	1185	791	624	480	0	694	1077	532	641	995	542	382	284	219
PD44742a_vs_PD44742b__pv	3810	1027	1011	1826	592	2094	734	1464	1033	414	911	1778	0	707	946	634	2957	5961	0	626
