Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
PD44730a_vs_PD44730b__pv	1.68E+01	2.39E+01	7.94E+00	1.61E+01	5.44E+00	8.90E+00	7.30E+00	1.04E+01	1.54E+01	1.03E+01	8.93E+00	8.57E+00	1.18E+01	1.21E+01	5.14E+00	4.98E+00	3.48E+00	2.93E+01	5.80E+00	1.21E+01
PD44731a_vs_PD44731b__pv	4.80E+00	5.89E+00	6.64E+00	3.90E+00	7.96E+00	5.98E+00	6.35E+00	5.13E+00	1.55E+01	7.73E+00	8.08E+00	8.95E+00	1.38E+01	1.18E+01	3.70E+00	4.13E+00	2.60E+00	1.29E+01	3.79E+00	6.28E+00
PD44732a_vs_PD44732b__pv	2.79E+00	2.91E+00	5.11E+00	2.33E+00	4.40E+00	5.22E+00	9.36E+00	5.27E+00	9.27E+00	1.23E+01	6.54E+00	5.30E+00	7.81E+00	7.18E+00	2.24E+00	7.55E+00	5.14E-01	8.04E+00	3.36E+00	6.09E+00
PD44733a_vs_PD44733b__pv	2.10E+01	1.13E+01	8.45E+01	2.63E+01	5.93E+01	9.83E+00	4.21E+01	1.71E+01	7.52E+01	4.86E+02	4.35E+02	1.43E+02	3.95E+01	3.20E+02	1.05E+01	1.24E+01	4.20E+00	7.33E+01	1.52E+01	4.16E+01
PD44734a_vs_PD44734b__pv	1.82E+01	2.83E+01	6.83E+00	2.18E+01	8.37E+00	1.19E+01	1.33E+01	1.27E+01	2.24E+01	1.77E+01	1.29E+01	8.49E+00	1.85E+01	1.66E+01	7.15E+00	1.02E+01	3.20E+00	3.16E+01	6.57E+00	1.26E+01
PD44735a_vs_PD44735b__pv	1.43E+01	1.97E+01	7.99E+00	1.09E+01	1.17E+01	8.25E+00	1.13E+01	1.09E+01	2.03E+01	1.26E+01	1.02E+01	1.10E+01	1.61E+01	1.93E+01	4.97E+00	6.75E+00	2.96E+00	2.22E+01	5.51E+00	1.42E+01
PD44736a_vs_PD44736b__pv	1.50E+01	1.60E+01	8.91E+00	8.31E+00	1.12E+01	7.22E+00	9.00E+00	9.73E+00	1.55E+01	1.77E+01	8.87E+00	1.48E+01	1.10E+01	2.11E+01	7.02E+00	4.87E+00	3.51E+00	2.19E+01	6.06E+00	1.10E+01
PD44737a_vs_PD44737b__pv	1.50E+01	1.98E+01	1.02E+01	1.25E+01	8.82E+00	8.85E+00	7.83E+00	1.87E+01	1.95E+01	1.06E+01	1.37E+01	1.20E+01	1.81E+01	1.17E+01	5.74E+00	5.73E+00	4.30E+00	2.96E+01	5.04E+00	2.03E+01
PD44738a_vs_PD44738b__pv	5.04E+01	6.15E+01	1.15E+01	3.03E+01	1.08E+01	1.54E+01	8.40E+00	1.14E+01	2.90E+01	1.71E+01	2.04E+01	1.31E+01	2.94E+01	1.93E+01	1.62E+01	6.84E+00	6.34E+00	8.37E+01	1.01E+01	1.63E+01
PD44739a_vs_PD44739b__pv	1.85E+01	2.64E+01	7.49E+00	2.36E+01	6.87E+00	7.27E+00	8.10E+00	1.00E+01	1.34E+01	9.09E+00	1.01E+01	7.44E+00	1.24E+01	1.42E+01	4.68E+00	4.49E+00	2.67E+00	2.97E+01	4.50E+00	1.19E+01
PD44740a_vs_PD44740b__pv	1.13E+02	1.79E+02	1.42E+01	1.38E+02	1.02E+01	1.99E+01	1.58E+01	1.51E+01	2.23E+01	2.54E+01	3.37E+01	1.27E+01	2.83E+01	4.94E+01	6.35E-01	1.40E+01	5.49E+00	2.21E+02	1.16E+01	2.84E+01
PD44741a_vs_PD44741b__pv	4.73E+00	5.61E+00	7.72E+00	4.53E+00	5.67E+00	7.02E+00	9.21E+00	5.48E+00	9.89E+00	1.38E+01	6.94E+00	8.06E+00	9.36E+00	9.97E+00	4.46E+00	6.57E+00	3.33E+00	8.47E+00	4.42E+00	6.24E+00
PD44742a_vs_PD44742b__pv	4.46E+01	2.35E+01	1.81E+01	3.86E+01	1.36E+01	1.55E+01	1.16E+01	1.12E+01	3.35E+01	1.46E+01	2.55E+01	2.54E+01	1.26E+01	2.29E+01	1.23E+01	1.17E+01	9.67E+00	7.38E+01	7.25E+00	1.81E+01
PD44743a_vs_PD44743b__pv	7.48E+00	1.14E+01	7.53E+00	7.66E+00	6.70E+00	9.82E+00	7.34E+00	8.35E+00	1.26E+01	9.26E+00	7.42E+00	7.38E+00	1.31E+01	1.13E+01	5.01E+00	5.47E+00	3.08E+00	1.48E+01	5.80E+00	1.22E+01
PD44744a_vs_PD44744b__pv	5.85E+01	7.02E+01	9.28E+00	5.75E+01	8.07E+00	7.95E+00	1.50E+01	9.78E+00	1.36E+01	1.34E+01	1.39E+01	8.53E+00	1.31E+01	1.81E+01	7.26E+00	1.39E+01	1.09E+01	9.89E+01	5.79E+00	1.33E+01
PD44745a_vs_PD44745b__pv	5.57E+01	9.05E+01	1.19E+01	5.55E+01	1.29E+01	1.37E+01	1.60E+01	1.04E+01	2.56E+01	2.36E+01	1.91E+01	1.39E+01	2.08E+01	3.37E+01	9.77E+00	1.02E+01	6.69E+00	1.05E+02	6.53E+00	2.02E+01
PD44746a_vs_PD44746b__pv	2.91E+00	3.09E+00	4.67E+00	6.88E-01	4.69E+00	4.11E+00	4.26E+00	5.19E+00	9.05E+00	4.60E+00	5.18E+00	5.74E+00	8.39E+00	7.03E+00	2.66E+00	2.94E+00	1.94E+00	7.62E+00	3.10E+00	5.55E+00
PD44747a_vs_PD44747b__pv	1.60E+01	2.03E+01	5.56E+00	1.26E+01	5.66E+00	4.97E+00	5.17E+00	7.37E+00	9.04E+00	7.74E+00	6.61E+00	7.16E+00	7.08E+00	8.40E+00	4.29E+00	3.37E+00	2.62E+00	2.48E+01	3.93E+00	7.75E+00
PD44749a_vs_PD44749b__pv	1.31E+01	1.53E+01	5.30E+00	1.11E+01	3.94E+00	4.56E+00	4.42E+00	3.12E+00	8.16E+00	4.68E+00	6.09E+00	4.95E+00	6.17E+00	5.90E+00	3.23E+00	3.54E+00	2.98E+00	1.98E+01	2.78E+00	4.40E+00
PD44751a_vs_PD44751b__pv	5.38E+00	7.83E+00	2.83E+00	6.38E+00	2.82E+00	2.17E+00	2.02E+00	3.03E+00	5.04E+00	3.51E+00	3.26E+00	3.69E+00	4.01E+00	4.45E+00	1.85E+00	1.32E+00	1.01E+00	9.58E+00	1.83E+00	3.27E+00
PD44752a_vs_PD44752b__pv	7.74E+00	1.20E+01	7.01E+00	8.01E+00	8.60E+00	7.95E+00	7.17E+00	2.47E+01	1.67E+01	7.19E+00	7.94E+00	7.66E+00	1.37E+01	1.10E+01	4.36E+00	4.72E+00	2.87E+00	1.63E+01	4.78E+00	2.68E+01
PD44753a_vs_PD44753b__pv	3.98E+00	4.76E+00	7.79E+00	3.70E+00	5.39E+00	6.54E+00	9.73E+00	5.01E+00	1.15E+01	1.33E+01	9.62E+00	7.43E+00	1.11E+01	7.94E+00	4.18E+00	6.54E+00	2.45E+00	1.07E+01	3.86E+00	5.41E+00
PD44758a_vs_PD44758b__pv	2.39E+01	3.11E+01	6.76E+00	1.73E+01	4.86E+00	4.66E+00	4.44E+00	3.32E+00	9.96E+00	5.53E+00	1.07E+01	6.81E+00	8.79E+00	1.02E+01	4.22E+00	2.90E+00	2.31E+00	3.63E+01	3.46E+00	5.63E+00
PD44759a_vs_PD44759b__pv	1.47E+01	1.78E+01	6.76E+00	6.81E+00	6.12E+00	7.60E+00	7.17E+00	8.66E+00	1.27E+01	6.73E+00	7.30E+00	6.26E+00	1.13E+01	1.06E+01	5.53E+00	4.51E+00	2.47E+00	1.67E+01	4.92E+00	1.19E+01
PD44760a_vs_PD44760b__pv	1.42E+01	1.20E+01	7.09E+00	9.94E+00	5.82E+00	6.51E+00	5.62E+00	5.58E+00	1.18E+01	7.97E+00	8.18E+00	7.47E+00	9.58E+00	9.26E+00	4.05E+00	3.32E+00	3.33E+00	1.72E+01	4.74E+00	6.27E+00
PD44761a_vs_PD44761b__pv	4.83E+00	5.53E+00	8.94E+00	4.41E+00	7.92E+00	9.36E+00	7.31E+00	8.46E+00	1.68E+01	8.72E+00	8.88E+00	8.18E+00	1.43E+01	1.22E+01	5.31E+00	4.12E+00	3.55E+00	1.18E+01	5.39E+00	1.00E+01
PD44762a_vs_PD44762b__pv	2.47E+00	3.14E+00	4.55E+00	2.08E+00	4.83E+00	4.63E+00	6.68E+00	3.09E+00	9.27E+00	8.59E+00	5.37E+00	6.53E+00	8.66E+00	8.57E+00	3.01E+00	4.09E+00	1.81E+00	8.66E+00	2.84E+00	3.78E+00
PD44763a_vs_PD44763b__pv	1.28E+01	1.74E+01	6.16E+00	1.42E+01	6.16E+00	7.82E+00	7.05E+00	1.03E+01	1.32E+01	6.75E+00	9.35E+00	7.48E+00	1.04E+01	1.03E+01	4.44E+00	5.07E+00	2.82E+00	1.98E+01	4.90E+00	1.19E+01
PD44764a_vs_PD44764b__pv	7.54E+00	7.88E+00	4.07E+00	4.48E+00	5.76E+00	8.33E+00	4.71E+00	4.74E+00	1.37E+01	9.33E+00	8.89E+00	7.60E+00	1.34E+01	8.84E+00	6.01E+00	8.33E+00	6.99E+00	1.71E+01	5.01E+00	5.94E+00
PD44765a_vs_PD44765b__pv	1.17E+02	1.14E+02	1.00E+01	7.11E+01	1.19E+01	1.06E+01	1.54E+01	7.68E+00	2.36E+01	2.29E+01	1.86E+01	1.39E+01	1.93E+01	2.84E+01	9.61E+00	1.02E+01	5.20E+00	1.63E+02	7.15E+00	2.02E+01
PD44766a_vs_PD44766b__pv	2.03E+01	2.79E+01	4.24E+01	3.18E+01	1.39E+02	1.42E+01	3.60E+01	1.63E+01	6.90E+01	3.76E+02	3.59E+02	1.56E+02	1.91E+01	2.76E+02	3.90E+00	5.15E+00	2.48E+00	6.21E+01	1.20E+01	2.19E+01
PD44767a_vs_PD44767b__pv	5.99E+01	5.15E+01	1.30E+01	3.93E+01	1.41E+01	1.04E+01	9.29E+00	6.28E+00	1.73E+01	6.16E+00	1.98E+01	1.95E+01	1.01E+01	1.95E+01	9.54E+00	5.50E+00	5.33E+00	7.55E+01	6.05E+00	1.14E+01
PD44769a_vs_PD44769b__pv	2.41E+00	3.33E+00	5.58E+00	1.20E+00	5.15E+00	9.02E+00	5.87E+00	6.34E+00	1.49E+01	5.92E+00	6.58E+00	5.85E+00	1.37E+01	8.40E+00	2.14E+00	4.44E+00	2.51E+00	1.38E+01	4.57E+00	6.67E+00
PD44770a_vs_PD44770b__pv	2.72E+01	3.01E+01	1.25E+01	2.54E+01	6.94E+01	9.82E+00	1.55E+01	1.55E+01	5.24E+01	1.52E+02	1.49E+02	8.04E+01	1.74E+01	8.36E+01	8.79E+00	6.86E+00	3.27E+00	6.30E+01	1.06E+01	2.00E+01
PD44772a_vs_PD44772b__pv	1.27E+01	1.66E+01	9.14E+00	1.04E+01	7.13E+00	1.10E+01	8.29E+00	1.74E+01	1.42E+01	8.86E+00	1.09E+01	7.71E+00	1.52E+01	1.34E+01	7.58E+00	7.18E+00	7.00E+00	1.54E+01	7.22E+00	1.84E+01
PD44773a_vs_PD44773b__pv	1.59E+01	2.45E+01	1.08E+01	1.94E+01	1.20E+01	1.01E+01	1.23E+01	7.38E+00	2.39E+01	1.81E+01	1.21E+01	1.30E+01	1.85E+01	1.94E+01	4.84E+00	6.55E+00	3.15E+00	3.22E+01	5.65E+00	7.82E+00
PD44774a_vs_PD44774b__pv	2.93E+00	2.37E+00	6.77E+00	2.96E+00	5.83E+00	5.85E+00	5.19E+00	3.04E+00	1.71E+01	5.69E+00	7.90E+00	6.98E+00	1.20E+01	8.76E+00	3.38E+00	4.18E+00	3.06E+00	1.26E+01	3.44E+00	3.41E+00
PD44775a_vs_PD44775b__pv	1.58E+01	3.81E+01	2.87E+01	1.80E+01	2.04E+02	6.71E+00	9.68E+01	3.69E+01	8.48E+01	4.68E+02	6.20E+02	1.80E+02	1.62E+01	3.39E+02	1.02E+01	2.90E+01	4.01E+00	5.60E+01	8.80E+00	6.87E+01
PD44776a_vs_PD44776b__pv	8.85E+01	5.57E+01	1.24E+01	7.68E+01	5.73E+00	1.21E+01	8.88E+00	7.77E+00	1.22E+01	8.81E+00	1.31E+01	8.82E+00	1.67E+01	1.90E+01	8.98E+00	6.78E+00	7.47E+00	9.86E+01	8.02E+00	1.58E+01
PD44777a_vs_PD44777b__pv	5.04E+00	6.71E+00	6.56E+00	5.56E+00	1.02E+01	8.68E+00	9.34E+00	1.28E+01	1.95E+01	8.42E+00	1.25E+01	8.34E+00	1.72E+01	1.86E+01	5.60E+00	4.56E+00	2.25E+00	1.72E+01	5.09E+00	1.35E+01
PD44778a_vs_PD44778b__pv	2.43E+01	1.80E+01	9.14E+00	1.61E+01	7.26E+00	7.77E+00	7.03E+00	4.83E+00	1.52E+01	7.07E+00	1.06E+01	8.99E+00	1.58E+01	1.13E+01	9.43E+00	4.62E+00	4.64E+00	2.80E+01	5.39E+00	8.27E+00
PD44780a_vs_PD44780b__pv	1.70E+00	2.09E+00	5.57E+00	1.69E+00	4.36E+00	4.11E+00	4.83E+00	8.67E+00	1.19E+01	5.23E+00	5.90E+00	5.80E+00	8.98E+00	6.00E+00	2.87E+00	2.99E+00	1.53E+00	9.19E+00	2.73E+00	1.05E+01
PD44781a_vs_PD44781b__pv	5.00E+01	7.59E+01	1.09E+01	5.09E+01	1.10E+01	8.73E+00	1.36E+01	7.12E+00	2.64E+01	1.52E+01	1.64E+01	1.12E+01	1.67E+01	2.14E+01	7.46E+00	1.05E+01	4.73E+00	9.27E+01	6.50E+00	1.86E+01
PD44782a_vs_PD44782b__pv	8.08E+01	9.65E+01	4.46E+00	7.56E+01	6.19E+00	8.44E+00	7.26E+00	8.56E+00	1.53E+01	7.69E+00	1.43E+01	7.89E+00	9.92E+00	2.04E+01	7.30E+00	8.48E+00	8.66E+00	1.38E+02	5.77E+00	2.02E+01
PD44783a_vs_PD44783b__pv	1.87E+01	2.03E+01	9.90E+00	1.20E+01	5.83E+00	1.22E+01	4.73E+00	8.86E+00	1.52E+01	8.87E+00	1.03E+01	8.26E+00	1.87E+01	1.31E+01	1.32E+01	5.85E+00	6.91E+00	2.08E+01	7.86E+00	1.22E+01
PD44784a_vs_PD44784b__pv	4.86E+00	6.34E+00	8.51E+00	4.80E+00	7.86E+00	1.28E+01	8.95E+00	2.05E+01	1.64E+01	8.47E+00	1.13E+01	8.90E+00	1.70E+01	1.52E+01	5.75E+00	5.42E+00	5.08E+00	1.42E+01	6.69E+00	2.09E+01
PD44785a_vs_PD44785b__pv	3.90E+01	5.80E+01	7.64E+00	5.22E+01	4.54E+00	7.53E+00	6.56E+00	5.63E+00	1.12E+01	7.34E+00	1.60E+01	6.31E+00	1.11E+01	1.52E+01	5.19E+00	5.21E+00	3.05E+00	6.80E+01	5.54E+00	1.04E+01
PD44786a_vs_PD44786b__pv	5.13E+00	7.04E+00	4.71E+00	4.81E+00	4.54E+00	3.57E+00	4.28E+00	2.47E+00	1.03E+01	4.91E+00	5.77E+00	5.96E+00	9.97E+00	6.61E+00	3.29E+00	3.13E+00	1.53E+00	1.24E+01	2.56E+00	3.99E+00
PD44787a_vs_PD44787b__pv	7.42E+00	8.25E+00	6.66E+00	4.09E+00	6.78E+00	6.41E+00	6.77E+00	1.87E+01	1.16E+01	6.33E+00	7.12E+00	6.93E+00	9.48E+00	9.10E+00	4.59E+00	4.70E+00	2.82E+00	1.03E+01	4.28E+00	2.06E+01
PD44788a_vs_PD44788b__pv	1.14E+01	1.65E+01	7.84E+00	1.43E+01	9.35E+00	1.14E+01	8.78E+00	2.18E+01	2.21E+01	1.10E+01	1.93E+01	9.16E+00	2.25E+01	1.90E+01	6.82E+00	5.81E+00	5.04E+00	2.70E+01	5.99E+00	1.97E+01
PD44789a_vs_PD44789b__pv	2.46E+01	3.13E+01	9.84E+00	1.50E+01	1.05E+01	1.77E+01	1.49E+01	9.87E+00	2.80E+01	1.37E+01	1.52E+01	9.07E+00	2.82E+01	2.33E+01	7.34E+00	9.97E+00	4.96E+00	4.33E+01	8.18E+00	1.25E+01
PD44790a_vs_PD44790b__pv	3.22E+01	3.57E+01	7.39E+00	1.83E+01	5.09E+00	6.67E+00	5.66E+00	1.01E+01	1.29E+01	6.86E+00	8.52E+00	8.01E+00	1.23E+01	1.06E+01	6.20E+00	4.08E+00	3.27E+00	4.79E+01	4.55E+00	1.18E+01
PD44791a_vs_PD44791b__pv	1.83E+01	2.28E+01	3.99E+00	9.77E+00	3.26E+00	3.26E+00	3.03E+00	2.78E+00	6.11E+00	3.39E+00	5.22E+00	4.33E+00	4.41E+00	5.84E+00	2.92E+00	1.72E+00	9.80E-01	2.57E+01	2.66E+00	3.84E+00
PD44792a_vs_PD44792b__pv	5.80E+01	5.84E+01	9.41E+00	4.62E+01	5.65E+00	7.61E+00	9.85E+00	8.31E+00	1.94E+01	1.39E+01	1.90E+01	8.66E+00	8.95E+00	1.57E+01	6.40E+00	7.75E+00	3.57E+00	8.72E+01	4.09E+00	1.31E+01
PD44793a_vs_PD44793b__pv	3.80E+00	4.60E+00	6.04E+00	3.17E+00	5.71E+00	5.55E+00	7.07E+00	7.28E+00	1.34E+01	9.12E+00	6.68E+00	8.15E+00	1.11E+01	7.99E+00	2.97E+00	4.89E+00	2.18E+00	1.19E+01	3.76E+00	8.35E+00
PD44794a_vs_PD44794b__pv	5.36E+00	6.71E+00	6.84E+00	3.47E+00	4.43E+00	1.44E+01	7.48E+00	1.03E+01	1.55E+01	7.70E+00	7.81E+00	5.80E+00	2.03E+01	1.28E+01	5.62E+00	6.15E+00	5.04E+00	1.80E+01	8.03E+00	1.25E+01
PD44795a_vs_PD44795b__pv	6.16E+01	6.94E+01	2.79E+00	6.15E+01	5.09E+00	7.40E+00	5.86E+00	9.11E+00	1.57E+01	9.85E+00	1.20E+01	6.89E+00	1.08E+01	1.88E+01	6.02E+00	3.43E+00	2.88E+00	1.02E+02	4.21E+00	1.71E+01
PD44796a_vs_PD44796b__pv	1.27E+01	1.35E+01	1.18E+01	1.34E+01	7.44E+00	1.91E+01	1.05E+01	1.20E+01	2.47E+01	1.01E+01	1.30E+01	9.35E+00	2.40E+01	1.72E+01	7.19E+00	6.62E+00	7.38E+00	2.05E+01	9.28E+00	1.36E+01
PD44797a_vs_PD44797b__pv	1.52E+01	2.08E+01	1.29E+01	1.86E+01	1.57E+01	1.14E+01	1.26E+01	1.91E+01	2.89E+01	1.43E+01	1.47E+01	1.73E+01	1.52E+01	2.30E+01	7.95E+00	6.61E+00	4.96E+00	2.49E+01	7.01E+00	2.36E+01
PD44798a_vs_PD44798b__pv	6.16E+00	7.98E+00	5.48E+00	4.79E+00	5.61E+00	5.19E+00	5.89E+00	7.12E+00	1.04E+01	7.32E+00	7.18E+00	6.89E+00	8.63E+00	8.95E+00	3.36E+00	3.85E+00	2.09E+00	8.83E+00	3.54E+00	8.15E+00
PD44799a_vs_PD44799b__pv	7.94E+00	9.81E+00	7.23E+00	5.34E+00	7.50E+00	6.28E+00	7.89E+00	9.36E+00	1.62E+01	9.70E+00	9.65E+00	9.24E+00	1.41E+01	1.03E+01	4.11E+00	4.67E+00	2.42E+00	1.50E+01	4.25E+00	1.03E+01
PD44800a_vs_PD44800b__pv	1.40E+01	1.95E+01	7.84E+00	1.18E+01	7.76E+00	7.01E+00	7.32E+00	1.40E+01	1.42E+01	7.17E+00	1.09E+01	9.77E+00	1.16E+01	9.50E+00	4.71E+00	5.39E+00	3.63E+00	2.20E+01	5.12E+00	1.48E+01
PD44801a_vs_PD44801b__pv	2.28E+01	2.87E+01	6.29E+00	1.21E+01	8.16E+00	5.10E+00	6.97E+00	1.30E+01	1.22E+01	1.07E+01	8.06E+00	9.49E+00	8.68E+00	1.07E+01	3.98E+00	4.72E+00	1.66E+00	3.06E+01	4.37E+00	1.37E+01
PD44802a_vs_PD44802b__pv	2.50E+00	2.89E+00	5.02E+00	2.42E+00	3.70E+00	4.15E+00	3.84E+00	3.22E+00	1.07E+01	4.86E+00	5.85E+00	5.81E+00	9.45E+00	6.07E+00	2.65E+00	2.51E+00	1.36E+00	9.81E+00	2.61E+00	3.49E+00
PD44803a_vs_PD44803b__pv	2.54E+01	3.22E+01	1.15E+01	1.74E+01	1.26E+01	1.32E+01	1.13E+01	2.48E+01	3.42E+01	9.97E+00	1.79E+01	1.41E+01	2.41E+01	1.77E+01	8.11E+00	7.38E+00	3.73E+00	4.33E+01	7.54E+00	2.78E+01
PD44804a_vs_PD44804b__pv	5.60E+00	6.28E+00	3.97E+00	5.09E+00	2.51E+00	3.82E+00	3.53E+00	4.24E+00	5.72E+00	4.37E+00	3.96E+00	3.60E+00	4.81E+00	4.56E+00	2.35E+00	2.45E+00	1.44E+00	7.93E+00	2.92E+00	4.41E+00
PD44805a_vs_PD44805b__pv	9.70E+01	7.66E+01	1.07E+01	7.47E+01	8.64E+00	9.69E+00	1.24E+01	7.78E+00	1.67E+01	1.30E+01	2.01E+01	1.13E+01	8.75E+00	2.13E+01	8.08E+00	1.15E+01	6.40E+00	1.30E+02	1.66E+00	1.60E+01
PD44807a_vs_PD44807b__pv	2.78E+00	2.85E+00	5.39E+00	2.90E+00	3.97E+00	4.85E+00	5.09E+00	2.95E+00	9.23E+00	5.39E+00	5.46E+00	4.82E+00	8.73E+00	6.06E+00	2.92E+00	4.05E+00	2.55E+00	7.93E+00	3.17E+00	4.15E+00
PD44808a_vs_PD44808b__pv	6.77E+00	7.88E+00	7.05E+00	4.20E+00	5.74E+00	1.11E+01	6.19E+00	6.26E+00	1.62E+01	6.85E+00	8.12E+00	7.40E+00	1.54E+01	1.11E+01	4.34E+00	9.02E+00	7.85E+00	1.52E+01	6.66E+00	8.24E+00
PD44809a_vs_PD44809b__pv	9.64E+00	1.14E+01	7.27E+00	6.04E+00	9.88E+00	1.15E+01	7.73E+00	6.50E+00	2.32E+01	8.59E+00	1.26E+01	8.87E+00	2.12E+01	1.80E+01	7.38E+00	5.15E+00	3.37E+00	2.17E+01	6.49E+00	9.68E+00
PD44810a_vs_PD44810b__pv	3.95E+01	3.81E+01	1.14E+01	4.09E+01	1.28E+01	9.30E+00	3.18E+01	9.51E+00	2.08E+01	3.62E+01	1.27E+01	1.72E+01	1.60E+01	2.94E+01	6.89E+00	1.85E+01	5.60E+00	5.27E+01	6.91E+00	1.17E+01
PD44811a_vs_PD44811b__pv	1.44E+01	1.80E+01	6.95E+00	8.45E+00	7.63E+00	6.92E+00	6.92E+00	5.91E+00	1.87E+01	8.22E+00	9.88E+00	7.48E+00	9.61E+00	1.58E+01	5.27E+00	4.08E+00	2.87E+00	1.95E+01	4.63E+00	1.25E+01
PD44813a_vs_PD44813b__pv	1.66E+01	1.80E+01	5.96E+00	1.27E+01	6.69E+00	6.27E+00	5.70E+00	4.08E+00	1.19E+01	7.70E+00	7.71E+00	7.63E+00	1.07E+01	9.29E+00	4.74E+00	3.63E+00	3.06E+00	2.35E+01	4.22E+00	6.81E+00
PD44814a_vs_PD44814b__pv	6.18E+00	7.09E+00	9.63E+00	4.91E+00	6.91E+00	1.25E+01	7.94E+00	1.20E+01	1.60E+01	8.86E+00	9.23E+00	8.35E+00	1.70E+01	1.48E+01	6.00E+00	4.55E+00	4.85E+00	1.35E+01	7.15E+00	1.21E+01
PD44815a_vs_PD44815b__pv	1.00E+01	1.30E+01	6.36E+00	7.39E+00	5.42E+00	5.71E+00	5.63E+00	4.53E+00	1.20E+01	5.91E+00	7.87E+00	6.56E+00	8.55E+00	9.41E+00	5.06E+00	4.95E+00	4.24E+00	1.57E+01	4.30E+00	8.22E+00
PD44816a_vs_PD44816b__pv	1.06E+01	1.17E+01	7.48E+00	5.60E+00	9.24E+00	7.20E+00	9.33E+00	7.82E+00	1.65E+01	9.65E+00	1.07E+01	9.45E+00	1.56E+01	1.62E+01	4.74E+00	5.85E+00	2.43E+00	1.46E+01	4.55E+00	1.03E+01
PD44817a_vs_PD44817b__pv	6.58E-01	1.90E+00	8.08E+00	3.33E+00	5.64E+00	1.11E+01	1.08E+01	1.83E+01	1.68E+01	8.29E+00	9.03E+00	6.27E+00	1.75E+01	1.11E+01	3.22E+00	6.63E+00	3.29E+00	1.38E+01	6.72E+00	2.08E+01
PD44818a_vs_PD44818b__pv	3.66E+01	4.20E+01	6.60E+00	1.80E+01	5.33E+00	6.56E+00	7.49E+00	5.40E+00	1.04E+01	8.33E+00	9.28E+00	7.05E+00	7.91E+00	1.06E+01	4.79E+00	5.31E+00	2.58E+00	5.03E+01	4.41E+00	7.44E+00
PD44819a_vs_PD44819b__pv	8.18E+01	1.03E+02	1.12E+01	5.54E+01	8.20E+00	9.92E+00	1.14E+01	1.44E+01	1.42E+01	1.55E+01	1.87E+01	1.09E+01	1.21E+01	2.33E+01	8.93E+00	8.83E+00	4.47E+00	1.30E+02	7.03E+00	1.94E+01
PD44820a_vs_PD44820b__pv	8.80E+00	1.05E+01	6.71E+00	6.23E+00	7.32E+00	5.41E+00	5.57E+00	8.54E+00	1.44E+01	7.19E+00	1.03E+01	9.94E+00	1.26E+01	9.34E+00	4.01E+00	4.01E+00	2.53E+00	1.64E+01	3.51E+00	8.55E+00
PD44821a_vs_PD44821b__pv	2.42E+01	3.15E+01	7.40E+00	1.63E+01	7.98E+00	7.17E+00	1.02E+01	8.38E+00	1.57E+01	1.18E+01	1.15E+01	9.50E+00	1.41E+01	1.22E+01	6.73E+00	7.74E+00	2.75E+00	3.84E+01	5.06E+00	1.12E+01
PD44823a_vs_PD44823b__pv	5.44E+00	7.88E+00	5.98E+00	5.86E+00	5.22E+00	4.87E+00	5.23E+00	5.00E+00	9.88E+00	4.86E+00	6.98E+00	6.59E+00	8.53E+00	7.23E+00	3.54E+00	3.62E+00	2.72E+00	1.14E+01	3.28E+00	4.98E+00
PD44824a_vs_PD44824b__pv	1.82E+01	1.93E+01	8.91E+00	1.56E+01	9.82E+00	7.80E+00	8.34E+00	1.25E+01	2.06E+01	9.58E+00	1.19E+01	1.30E+01	1.64E+01	1.36E+01	5.53E+00	7.15E+00	5.95E+00	2.83E+01	5.09E+00	1.45E+01
PD44825a_vs_PD44825b__pv	5.33E+01	5.42E+01	4.34E+01	3.29E+01	1.60E+02	1.46E+01	5.81E+01	2.66E+01	1.52E+02	3.55E+02	3.60E+02	2.00E+02	1.25E+02	2.41E+02	4.02E+01	2.10E+01	8.78E+00	1.49E+02	2.04E+01	4.67E+01
PD44826a_vs_PD44826b__pv	1.16E+01	1.56E+01	7.46E+00	1.15E+01	7.01E+00	9.94E+00	8.91E+00	1.12E+01	1.67E+01	7.70E+00	9.43E+00	9.15E+00	1.53E+01	1.12E+01	4.48E+00	6.42E+00	3.33E+00	2.39E+01	5.06E+00	1.31E+01
PD44827a_vs_PD44827b__pv	7.15E+00	8.95E+00	6.30E+00	5.23E+00	5.78E+00	5.68E+00	5.56E+00	5.96E+00	1.30E+01	1.25E+01	1.03E+01	7.10E+00	9.23E+00	1.08E+01	4.58E+00	3.29E+00	2.54E+00	1.13E+01	3.74E+00	9.55E+00
PD44828a_vs_PD44828b__pv	3.57E+01	5.33E+01	7.70E+00	3.99E+01	7.92E+00	7.59E+00	7.35E+00	9.81E+00	1.65E+01	8.05E+00	1.36E+01	8.77E+00	1.19E+01	1.78E+01	5.32E+00	4.50E+00	2.70E+00	6.41E+01	4.90E+00	1.38E+01
